EMPRESA (SIGLA),MÊS,AEROPORTO DE ORIGEM (UF),AEROPORTO DE DESTINO (REGIÃO),ORDER
KLM,6, NEAR AMSTERDAM,SP,0
KLM,6,RJ,,0
KLM,6,SP,,0
KRE,4,AM,,
KRE,4,AM,,0
KRE,4,SP,NORTE,2620
KRE,4,SP,,
KRE,4,SP,,
KRE,4,,SUDESTE,3222
KRE,4, CARABOBO,,0
LAE,1, FLORIDA,RJ,0
LAE,1, FLORIDA,PR,
LAE,1, FLORIDA,AM,0
LAE,1, FLORIDA,SC,
LAE,1, FLORIDA,RJ,0
LAE,1, FLORIDA,SP,0
LAE,1, FLORIDA,SP,0
LAE,1, FLORIDA,,
LAE,1, FLORIDA,,0
LAE,1, FLORIDA,,0
LAE,1, FLORIDA,,
LAE,1, FLORIDA,,
LAE,1, FLORIDA, MONTEVIDEO,
LAE,1,RJ,SUDESTE,518
LAE,1,PR,,8616
LAE,1,AM,,1787
LAE,1,RJ,SUDESTE,337
LAE,1,RJ,SUDESTE,1194
LAE,1,RJ,,
LAE,1,RJ,,
LAE,1,SP,,1137
LAE,1,SP,,8672
LAE,1,SP,,4552
LAE,1,SP,,0
LAE,1,SP,SUL,698
LAE,1,SP,SUL,538
LAE,1,SP,,4227
LAE,1,SP,,1082
LAE,1,SP,,29778
LAE,1,SP,,0
LAE,1,,SUDESTE,1137
LAE,1,,SUDESTE,1082
LAE,1,,,7566
LAE,1,,,
LAE,1,,SUDESTE,828
LAE,1,,,
LAE,1, MONTEVIDEO,,0
LAE,2, FLORIDA,SC,
LAE,2, FLORIDA,RJ,0
LAE,2, FLORIDA,SP,0
LAE,2, FLORIDA,SP,0
LAE,2, FLORIDA,PE,0
LAE,2, FLORIDA,,
LAE,2, FLORIDA,,0
LAE,2, FLORIDA,,
LAE,2, FLORIDA,,0
LAE,2, FLORIDA,,
LAE,2, FLORIDA,,
LAE,2, FLORIDA, MONTEVIDEO,
LAE,2,SC,,4527
LAE,2,RJ,SUDESTE,674
LAE,2,RJ,SUDESTE,1592
LAE,2,RJ,,
LAE,2,RJ,,
LAE,2,RJ,,
LAE,2,SP,,12927
LAE,2,SP,,17344
LAE,2,SP,,0
LAE,2,SP,SUL,538
LAE,2,SP,,4227
LAE,2,SP,,1082
LAE,2,SP,,38286
LAE,2,SP,,4470
LAE,2,PE,SUDESTE,6303
LAE,2,PE,,
LAE,2,PE,,
LAE,2,,SUDESTE,2231
LAE,2,,,
LAE,2,,SUDESTE,
LAE,2,,,254
LAE,2,,,
LAE,2,,,711
LAE,2,,SUDESTE,1137
LAE,2,,SUDESTE,2164
LAE,2,,,3783
LAE,2, MONTEVIDEO,,0
LAE,3, FLORIDA,RJ,
LAE,3, FLORIDA,MG,
LAE,3, FLORIDA,PR,0
LAE,3, FLORIDA,RJ,0
LAE,3, FLORIDA,SP,0
LAE,3, FLORIDA,SP,0
LAE,3, FLORIDA,PE,0
LAE,3, FLORIDA,BA,0
LAE,3, FLORIDA,,
LAE,3, FLORIDA,,
LAE,3, FLORIDA,,
LAE,3, FLORIDA,,
LAE,3, FLORIDA, MONTEVIDEO,
LAE,3,RJ,,4644
LAE,3,MG,,4267
LAE,3,PR,SUDESTE,349
LAE,3,PR,,4308
LAE,3,RJ,SUDESTE,
LAE,3,RJ,SUDESTE,1348
LAE,3,RJ,SUDESTE,1194
LAE,3,RJ,,
LAE,3,SP,SUDESTE,497
LAE,3,SP,SUDESTE,83
LAE,3,SP,,876
LAE,3,SP,,17344
LAE,3,SP,,13656
LAE,3,SP,,0
LAE,3,SP,SUDESTE,518
LAE,3,SP,SUL,349
LAE,3,SP,,2581
LAE,3,SP,,55302
LAE,3,PE,SUDESTE,8404
LAE,3,PE,SUDESTE,2106
LAE,3,PE,,
LAE,3,PE,,4764
LAE,3,BA,SUDESTE,1458
LAE,3,BA,,
LAE,3,,,3948
LAE,3,,,0
LAE,3,,SUDESTE,
LAE,3, MONTEVIDEO,,0
LAE,4, FLORIDA,PR,0
LAE,4, FLORIDA,RJ,0
LAE,4, FLORIDA,SP,0
LAE,4, FLORIDA,SP,0
LAE,4, FLORIDA,PE,0
LAE,4, FLORIDA,BA,0
LAE,4, FLORIDA,,
LAE,4, FLORIDA,,0
LAE,4, FLORIDA,,
LAE,4, FLORIDA,,
LAE,4, FLORIDA, MONTEVIDEO,
LAE,4,PR,SUDESTE,698
LAE,4,PR,,
LAE,4,RJ,SUDESTE,337
LAE,4,RJ,SUDESTE,398
LAE,4,RJ,,
LAE,4,RJ,,4541
LAE,4,RJ,,4756
LAE,4,SP,SUDESTE,674
LAE,4,SP,,4309
LAE,4,SP,,4336
LAE,4,SP,,
LAE,4,SP,,0
LAE,4,SP,,
LAE,4,SP,,
LAE,4,SP,,55302
LAE,4,SP,,0
LAE,4,PE,,18312
LAE,4,BA,,4415
LAE,4,,SUDESTE,1082
LAE,4,,,
LAE,4,,,0
LAE,4,,SUDESTE,
LAE,4,,SUDESTE,
LAE,4,,SUDESTE,
LAE,4,,,
LAE,4,,,
LAE,4, MONTEVIDEO,,0
LAE,5, FLORIDA,MG,0
LAE,5, FLORIDA,PR,0
LAE,5, FLORIDA,RJ,0
LAE,5, FLORIDA,SP,0
LAE,5, FLORIDA,SP,0
LAE,5, FLORIDA,PE,0
LAE,5, FLORIDA,,
LAE,5, FLORIDA,,0
LAE,5, FLORIDA,,
LAE,5, FLORIDA,,
LAE,5, FLORIDA,,
LAE,5, FLORIDA, MONTEVIDEO,
LAE,5,MG,SUDESTE,499
LAE,5,MG,,
LAE,5,PR,SUDESTE,1396
LAE,5,PR,,4308
LAE,5,RJ,SUDESTE,674
LAE,5,RJ,SUDESTE,1194
LAE,5,RJ,,
LAE,5,RJ,,9082
LAE,5,SP,SUDESTE,337
LAE,5,SP,,4336
LAE,5,SP,,0
LAE,5,SP,SUL,349
LAE,5,SP,SUDESTE,398
LAE,5,SP,,4227
LAE,5,SP,,51048
LAE,5,SP,,4823
LAE,5,SP,,13410
LAE,5,SP,,0
LAE,5,PE,SUDESTE,2106
LAE,5,PE,,4578
LAE,5,PE,,
LAE,5,,,711
LAE,5,,SUDESTE,2164
LAE,5,,,
LAE,5,,,
LAE,5,,,0
LAE,5,,SUDESTE,
LAE,5,,SUDESTE,
LAE,5,,,692
LAE,5, MONTEVIDEO,,0
LAE,6, FLORIDA,PR,0
LAE,6, FLORIDA,AM,0
LAE,6, FLORIDA,SC,
LAE,6, FLORIDA,RJ,0
LAE,6, FLORIDA,SP,0
LAE,6, FLORIDA,SP,0
LAE,6, FLORIDA,PE,0
LAE,6, FLORIDA,BA,0
LAE,6, FLORIDA,,0
LAE,6, FLORIDA,,
LAE,6, FLORIDA,,
LAE,6, FLORIDA,,
LAE,6, FLORIDA, LIMA METROPOLITAN AREA,
LAE,6, FLORIDA, MONTEVIDEO,
LAE,6,PR,SUDESTE,1396
LAE,6,PR,,8616
LAE,6,PR,,
LAE,6,PR,,
LAE,6,AM,,3574
LAE,6,SC,,4527
LAE,6,RJ,SUDESTE,674
LAE,6,RJ,SUDESTE,1194
LAE,6,RJ,,9082
LAE,6,RJ,,
LAE,6,SP,SUDESTE,337
LAE,6,SP,,1137
LAE,6,SP,,8672
LAE,6,SP,,9104
LAE,6,SP,,0
LAE,6,SP,SUL,698
LAE,6,SP,SUL,538
LAE,6,SP,SUDESTE,398
LAE,6,SP,,828
LAE,6,SP,,38286
LAE,6,SP,,13410
LAE,6,SP,,0
LAE,6,PE,SUDESTE,4202
LAE,6,PE,SUDESTE,4212
LAE,6,PE,,
LAE,6,PE,,
LAE,6,BA,SUDESTE,1458
LAE,6,,SUDESTE,3246
LAE,6,,,3783
LAE,6,,,3948
LAE,6,,,0
LAE,6,,SUDESTE,
LAE,6,,SUDESTE,
LAE,6,,NORDESTE,
LAE,6,,NORDESTE,
LAE,6,,,
LAE,6, LIMA METROPOLITAN AREA,,0
LAE,6, MONTEVIDEO,,0
LAE,6, MONTEVIDEO,,0
LAN,1,,SUDESTE,8378
LAN,1,,,
LAN,1,MG,SUDESTE,497
LAN,1,MG,,
LAN,1,RJ,SUDESTE,337
LAN,1,RJ,,5868
LAN,1,RJ,,85086
LAN,1,SP,,2614
LAN,1,SP,,15684
LAN,1,SP,,148998
LAN,1,,SUDESTE,3062
LAN,1,,SUDESTE,5868
LAN,1,,SUDESTE,88020
LAN,1,,SUDESTE,10456
LAN,1,,SUDESTE,148998
LAN,1, NEW SOUTH WALES,MG,
LAN,1, NEW SOUTH WALES,,0
LAN,2, NEW YORK,SP,0
LAN,2, NEW YORK,,
LAN,2, NEW YORK,,
LAN,2, FLORIDA,SP,0
LAN,2, FLORIDA,SP,0
LAN,2, FLORIDA,,
LAN,2,RJ,,46944
LAN,2,SP,,0
LAN,2,SP,,0
LAN,2,SP,,5228
LAN,2,SP,,112402
LAN,2,SP,,4336
LAN,2,SP,,2581
LAN,2,,,
LAN,2,,,
LAN,2,,SUDESTE,46944
LAN,2,,SUDESTE,115016
LAN,2,,SUDESTE,2584
LAN,2,SP,SUDESTE,227
LAN,2,SP,,5168
LAN,2,SP,,4110
LAN,2,,SUDESTE,8220
LAN,3, NEW YORK,SP,0
LAN,3, NEW YORK,,
LAN,3, FLORIDA,SP,0
LAN,3, FLORIDA,SP,0
LAN,3, FLORIDA,SP,0
LAN,3, FLORIDA,SP,0
LAN,3, FLORIDA,,
LAN,3, FLORIDA,,
LAN,3,,SUDESTE,16756
LAN,3,,,
LAN,3,SP,,16756
LAN,3,SP,,8378
LAN,3,SP,,26140
LAN,3,SP,,130700
LAN,3,SP,,2581
LAN,3,SP,,2581
LAN,3,,,
LAN,3,,,
LAN,3,,SUDESTE,5228
LAN,3,,SUDESTE,128086
LAN,3,,SUDESTE,2584
LAN,3,SP,,2584
LAN,3, LIMA METROPOLITAN AREA,SP,0
LAN,4, FLORIDA,SP,0
LAN,4, FLORIDA,SP,0
LAN,4, FLORIDA,SP,0
LAN,4, FLORIDA,,
LAN,4, FLORIDA,,
LAN,4,,SUDESTE,108914
LAN,4,,,
LAN,4,,,
LAN,4,RJ,,2934
LAN,4,SP,,92158
LAN,4,SP,,8378
LAN,4,SP,,36596
LAN,4,SP,,13070
LAN,4,SP,,5162
LAN,4,SP,,5162
LAN,4,,,
LAN,4,,,
LAN,4,,SUDESTE,2934
LAN,4,,SUDESTE,39210
LAN,4,,SUDESTE,2584
LAN,4,SP,,2584
LAN,4,,SUDESTE,4110
LAN,5, FLORIDA,SP,0
LAN,5, FLORIDA,SP,0
LAN,5, FLORIDA,,
LAN,5, FLORIDA,,
LAN,5,GO,,2851
LAN,5,SP,,8378
LAN,5,SP,,2614
LAN,5,SP,,20912
LAN,5,SP,,2581
LAN,5,,,
LAN,5,,CENTRO-OESTE,2851
LAN,5,,SUDESTE,2614
LAN,5,,SUDESTE,20912
LAN,5,,SUDESTE,7752
LAN,5,SP,,2584
LAN,5,,SUDESTE,4110
LAN,6,RJ,,2934
LAN,6,SP,,16756
LAN,6,SP,,2614
LAN,6,SP,,20912
LAN,6,SP,SUDESTE,227
LAN,6,,,
LAN,6,,SUDESTE,5868
LAN,6,,SUDESTE,7842
LAN,6,,SUDESTE,23526
LAN,6,,SUDESTE,2584
LAN,6,SP,,10336
LAN,6,SP,,4110
LAP,1,SP,,14781
LAP,1,,SUDESTE,14781
LAP,2,SP,,13644
LAP,2,,SUDESTE,13644
LAP,3,SP,,20466
LAP,3,,SUDESTE,20466
LAP,4,SP,,15918
LAP,4,,SUDESTE,15918
LAP,5,MG,,1525
LAP,5,SP,,2274
LAP,5,SP,,10233
LAP,5,RS,,819
LAP,5,,SUDESTE,1525
LAP,5,,SUDESTE,2274
LAP,5,,SUDESTE,10233
LAP,5,,SUL,819
LAP,6,GO,,1287
LAP,6,SP,,3411
LAP,6,SP,,19329
LAP,6,,CENTRO-OESTE,1443
LAP,6,,CENTRO-OESTE,1287
LAP,6,,SUDESTE,2274
LAP,6,,SUDESTE,19329
LAU,1,SP,,
LAU,1,SP,,0
LAU,1,,SUDESTE,
LAU,1,,,0
LAU,1, LIMA METROPOLITAN AREA,SP,0
LAU,1, CARABOBO,,0
LAU,2,AM,SUDESTE,2847
LAU,2,RJ,,4541
LAU,2,SP,,4254
LAU,2,,NORTE,1787
LAU,2,,SUDESTE,
LAU,2,,SUDESTE,4254
LAU,2, VARGAS (NEAR CARACAS),SP,
LAU,2, VARGAS (NEAR CARACAS),,0
LAU,3,AM,,1105
LAU,3,AM,,
LAU,3,,NORTE,1787
LAU,3,,,1669
LAU,3,,,2763
LAU,6,AM,,2752
LAU,6,RJ,,
LAU,6,RJ,NORTE,2847
LAU,6,,SUDESTE,4541
LCO,1,,,116275
LCO,1,,,
LCO,1,,,
LCO,1,,SUDESTE,
LCO,1,,SUDESTE,
LCO,1,,,
LCO,1,,,
LCO,1, NEAR AMSTERDAM,,0
LCO,1, NEAR AMSTERDAM,,
LCO,1, NEAR AMSTERDAM, FLORIDA,
LCO,1, NEAR AMSTERDAM, BUENOS AIRES PROVINCE,
LCO,1, NEAR AMSTERDAM,SP,
LCO,1, NEAR AMSTERDAM,SP,
LCO,1, NEAR AMSTERDAM,,
LCO,1, NEAR AMSTERDAM,,
LCO,1,,,
LCO,1,,,
LCO,1,,SUDESTE,41176
LCO,1,,SUDESTE,87431
LCO,1,,,
LCO,1,,,
LCO,1, FLORIDA,,
LCO,1, FLORIDA, NEAR AMSTERDAM,8859050
LCO,1, FLORIDA,,
LCO,1, FLORIDA, FLORIDA,
LCO,1, FLORIDA, BUENOS AIRES PROVINCE,
LCO,1, FLORIDA,SP,
LCO,1, FLORIDA,SP,0
LCO,1, FLORIDA,PE,0
LCO,1, FLORIDA,,
LCO,1, FLORIDA,,
LCO,1, BUENOS AIRES PROVINCE,,0
LCO,1,SC,,4415
LCO,1,SP,,0
LCO,1,SP,,7842
LCO,1,SP,,8618
LCO,1,SP,,
LCO,1,SP,,41296
LCO,1,SP,,12681
LCO,1,SP,,4254
LCO,1,PE,SUDESTE,4202
LCO,1,,,
LCO,1,,,
LCO,1,,,
LCO,1,,,0
LCO,1,,SUDESTE,
LCO,1,,,
LCO,1,,,
LCO,1,,,0
LCO,1,,,0
LCO,1,,,0
LCO,1, LIMA METROPOLITAN AREA,,
LCO,1, LIMA METROPOLITAN AREA, NEAR AMSTERDAM,
LCO,1, LIMA METROPOLITAN AREA,,
LCO,1, LIMA METROPOLITAN AREA, FLORIDA,449956
LCO,1, LIMA METROPOLITAN AREA,SP,
LCO,1, LIMA METROPOLITAN AREA,,
LCO,2,,,0
LCO,2,,,102322
LCO,2,,SUDESTE,
LCO,2,,SUDESTE,
LCO,2,,SUDESTE,
LCO,2,,NORDESTE,7709
LCO,2,,,
LCO,2, NEAR AMSTERDAM,,0
LCO,2, NEAR AMSTERDAM,,0
LCO,2, NEAR AMSTERDAM,RJ,
LCO,2, NEAR AMSTERDAM,SP,
LCO,2, NEAR AMSTERDAM,SP,
LCO,2, NEAR AMSTERDAM,PE,
LCO,2, NEAR AMSTERDAM,,
LCO,2,,SUDESTE,4921
LCO,2,,SUDESTE,56617
LCO,2,,SUDESTE,61716
LCO,2,,,
LCO,2, FLORIDA,,0
LCO,2, FLORIDA, NEAR AMSTERDAM,7708210
LCO,2, FLORIDA,,
LCO,2, FLORIDA,PR,0
LCO,2, FLORIDA,RJ,
LCO,2, FLORIDA,SP,0
LCO,2, FLORIDA,SP,0
LCO,2, FLORIDA,PE,
LCO,2, FLORIDA,,
LCO,2, FLORIDA,,
LCO,2, FLORIDA,,
LCO,2,PR,SUDESTE,349
LCO,2,PR,,2262
LCO,2,RJ,,2934
LCO,2,SP,,
LCO,2,SP,,28754
LCO,2,SP,,4309
LCO,2,SP,,876
LCO,2,SP,,
LCO,2,SP,SUL,349
LCO,2,SP,,36134
LCO,2,SP,,4227
LCO,2,SP,,1082
LCO,2,PE,SUDESTE,2106
LCO,2,PE,,
LCO,2,,,0
LCO,2,,,1571
LCO,2,,,1775
LCO,3,,,139530
LCO,3,,SUDESTE,
LCO,3,,SUDESTE,
LCO,3,,,
LCO,3, ENGLAND,,0
LCO,3, ENGLAND,,
LCO,3, ENGLAND,SP,
LCO,3, ENGLAND,,
LCO,3, NEAR AMSTERDAM,,0
LCO,3, NEAR AMSTERDAM,,
LCO,3, NEAR AMSTERDAM,SP,
LCO,3, NEAR AMSTERDAM,SP,
LCO,3, NEAR AMSTERDAM,,
LCO,3,,SUDESTE,66911
LCO,3,,SUDESTE,87431
LCO,3,,,
LCO,3, FLORIDA,,
LCO,3, FLORIDA, NEAR AMSTERDAM,9872420
LCO,3, FLORIDA,,
LCO,3, FLORIDA, BUENOS AIRES PROVINCE,
LCO,3, FLORIDA,PR,0
LCO,3, FLORIDA,RJ,0
LCO,3, FLORIDA,SP,0
LCO,3, FLORIDA,SP,0
LCO,3, FLORIDA,,
LCO,3, FLORIDA,,
LCO,3, FLORIDA,,0
LCO,3, FLORIDA,,
LCO,3, FLORIDA,,
LCO,3, FLORIDA, LIMA METROPOLITAN AREA,
LCO,3, FLORIDA, MONTEVIDEO,
LCO,3, BUENOS AIRES PROVINCE,,0
LCO,3,PR,SUDESTE,349
LCO,3,PR,,2262
LCO,3,RJ,SUDESTE,337
LCO,3,RJ,,
LCO,3,SP,,
LCO,3,SP,,33982
LCO,3,SP,,8618
LCO,3,SP,,1752
LCO,3,SP,,
LCO,3,SP,,0
LCO,3,SP,SUL,349
LCO,3,SP,,49039
LCO,3,SP,,25362
LCO,3,SP,,
LCO,3,SP,,0
LCO,3,SP,,0
LCO,3,,,0
LCO,3,,SUDESTE,
LCO,3,,SUDESTE,
LCO,3,,SUDESTE,
LCO,3,,,
LCO,3,,,
LCO,3,,,4251
LCO,3,,,
LCO,3,,,0
LCO,3,,SUDESTE,1082
LCO,3,,,3550
LCO,3,,,0
LCO,3,,SUDESTE,
LCO,3,,SUDESTE,
LCO,3,,,
LCO,3, LIMA METROPOLITAN AREA,,0
LCO,3, MONTEVIDEO,,0
LCO,4,,,139530
LCO,4,,SUDESTE,
LCO,4,,SUDESTE,
LCO,4,,,
LCO,4, ENGLAND,,0
LCO,4, ENGLAND,,
LCO,4, ENGLAND,SP,
LCO,4, ENGLAND,,
LCO,4, NEAR AMSTERDAM,,0
LCO,4, NEAR AMSTERDAM,,
LCO,4, NEAR AMSTERDAM,SP,
LCO,4, NEAR AMSTERDAM,SP,
LCO,4, NEAR AMSTERDAM,,
LCO,4,,SUDESTE,72058
LCO,4,,SUDESTE,82288
LCO,4,,,
LCO,4, FLORIDA,,0
LCO,4, FLORIDA, NEAR AMSTERDAM,9172220
LCO,4, FLORIDA,,
LCO,4, FLORIDA,PR,0
LCO,4, FLORIDA,SP,
LCO,4, FLORIDA,SP,0
LCO,4, FLORIDA,,
LCO,4, FLORIDA,,
LCO,4,PR,SUDESTE,698
LCO,4,PR,,
LCO,4,PR,,
LCO,4,SP,,36596
LCO,4,SP,,
LCO,4,SP,,49039
LCO,4,SP,,12681
LCO,4,,,
LCO,4,,,
LCO,4,,,
LCO,4,,SUDESTE,
LCO,4,,,
LCO,4,,,4251
LCO,4,,,0
LCO,4,,,
LCO,4,,,
LCO,4,,,0
LCO,4,,SUDESTE,
LCO,4,,,
LCO,5,,,139530
LCO,5,,,4853
LCO,5,,,0
LCO,5,,SUDESTE,
LCO,5,,SUDESTE,
LCO,5,,,
LCO,5, NEAR AMSTERDAM,,0
LCO,5, NEAR AMSTERDAM,,
LCO,5, NEAR AMSTERDAM,,
LCO,5, NEAR AMSTERDAM, NEBRASKA,
LCO,5, NEAR AMSTERDAM,SP,
LCO,5, NEAR AMSTERDAM,SP,
LCO,5, NEAR AMSTERDAM,,
LCO,5,,SUDESTE,66911
LCO,5,,SUDESTE,92574
LCO,5,,,
LCO,5,,,208
LCO,5,,SUDESTE,
LCO,5,,,
LCO,5, FLORIDA,,
LCO,5, FLORIDA, NEAR AMSTERDAM,10489400
LCO,5, FLORIDA,,
LCO,5, FLORIDA,,
LCO,5, FLORIDA, NEBRASKA,
LCO,5, FLORIDA,PR,0
LCO,5, FLORIDA,SP,
LCO,5, FLORIDA,SP,
LCO,5, FLORIDA,SP,
LCO,5, FLORIDA,,
LCO,5, FLORIDA,,
LCO,5, FLORIDA,,0
LCO,5, FLORIDA,,0
LCO,5,,,
LCO,5,,,0
LCO,5,,,
LCO,5,,SUDESTE,
LCO,5,,,
LCO,5,PR,SUDESTE,349
LCO,5,PR,,
LCO,5,SP,,33982
LCO,5,SP,,4309
LCO,5,SP,,
LCO,5,SP,,46458
LCO,5,SP,,4227
LCO,5,SP,,16908
LCO,5,,,
LCO,5,,,0
LCO,5,,SUL,
LCO,5,,SUDESTE,
LCO,5,,SUDESTE,
LCO,5,,,3784
LCO,5,,,
LCO,5,,,
LCO,5,,,
LCO,5,,,4251
LCO,5,,,0
LCO,5,,,0
LCO,5,,SUDESTE,
LCO,5,,,
LCO,5,,SUDESTE,828
LCO,5,,SUDESTE,2484
LCO,5,,,0
LCO,5,,SUL,
LCO,5,,SUDESTE,
LCO,5,,,
LCO,6,,,134879
LCO,6,,SUDESTE,
LCO,6,,SUDESTE,
LCO,6,,,
LCO,6, NEAR AMSTERDAM,,0
LCO,6, NEAR AMSTERDAM,,
LCO,6, NEAR AMSTERDAM,SP,
LCO,6, NEAR AMSTERDAM,SP,
LCO,6, NEAR AMSTERDAM,,
LCO,6,,SUDESTE,61764
LCO,6,,SUDESTE,87431
LCO,6,,,
LCO,6, FLORIDA,,0
LCO,6, FLORIDA, NEAR AMSTERDAM,8830780
LCO,6, FLORIDA,,
LCO,6, FLORIDA, BUENOS AIRES PROVINCE,
LCO,6, FLORIDA,CE,0
LCO,6, FLORIDA,SP,0
LCO,6, FLORIDA,SP,
LCO,6, FLORIDA,,
LCO,6, FLORIDA,,0
LCO,6, BUENOS AIRES PROVINCE,,0
LCO,6,CE,SUDESTE,2347
LCO,6,SP,,0
LCO,6,SP,,31368
LCO,6,SP,,8618
LCO,6,SP,,43877
LCO,6,SP,,8454
LCO,6,,,0
LCO,6,,NORDESTE,
LCO,6,,SUDESTE,
LCO,6,,SUDESTE,
LCO,6,,,
LCO,6,,,8502
LCO,6,,SUDESTE,876
LCO,6,,SUDESTE,828
LCO,6,,,0
LCO,6,,NORDESTE,
LCO,6,,SUDESTE,
LCO,6,,SUDESTE,
LCO,6,,,
LNE,5,PR,,4219
LNE,5,,SUL,4219
LNE,6,RS,,4395
LNE,6,,SUL,4395
LPE,1,SP,,0
LPE,1, LIMA METROPOLITAN AREA,SP,0
LPE,2,SP,,0
LPE,3,,SUDESTE,8378
LPE,3,,,
LPE,3,SP,,0
LPE,4,RS,,4569
LPE,4,SP,,8220
LPE,4,SP,,0
LPE,4,,SUL,4569
LPE,4,,SUDESTE,8220
LPE,4, LIMA METROPOLITAN AREA,SP,0
LPE,5,PR,,0
LPE,5,SP,,0
LPE,5,SP,,0
LPE,5,SP,,4110
LPE,5,SP,,0
LPE,5,,SUDESTE,4110
LPE,5, LIMA METROPOLITAN AREA,PR,0
LPE,5, LIMA METROPOLITAN AREA,SP,0
LPE,5, LIMA METROPOLITAN AREA,SP,0
LPE,5, LIMA METROPOLITAN AREA,SP,0
LPE,5, LIMA METROPOLITAN AREA,SP,0
LPE,6,RJ,,0
LPE,6,SP,,0
LPE,6,SP,SUDESTE,454
LPE,6,SP,,8220
LPE,6,SP,,0
LPE,6,SP,,0
LPE,6,,SUDESTE,4110
LPE,6, LIMA METROPOLITAN AREA,RJ,0
LPE,6, LIMA METROPOLITAN AREA,SP,0
LPE,6, LIMA METROPOLITAN AREA,SP,0
LTG,1, FLORIDA,RJ,134100
LTG,1, FLORIDA,MG,178200
LTG,1, FLORIDA,PR,304500
LTG,1, FLORIDA,AM,302400
LTG,1, FLORIDA,SC,45500
LTG,1, FLORIDA,RJ,215900
LTG,1, FLORIDA,SP,
LTG,1, FLORIDA,SP,431000
LTG,1, FLORIDA,RS,127500
LTG,1, FLORIDA,PE,181600
LTG,1, FLORIDA,BA,124200
LTG,1, FLORIDA,ES,124200
LTG,1, FLORIDA,,41500
LTG,1, BUENOS AIRES PROVINCE,SP,8400
LTG,1, BUENOS AIRES PROVINCE,,168000
LTG,1,RJ,SUL,838
LTG,1,RJ,SUDESTE,908
LTG,1,MG,SUDESTE,1996
LTG,1,PR,SUDESTE,2443
LTG,1,AM,,
LTG,1,AM,SUDESTE,35061
LTG,1,AM,,35037
LTG,1,AM,,8935
LTG,1,AM,,1991
LTG,1,AM,,8400
LTG,1,SC,SUDESTE,1030
LTG,1,SC,SUDESTE,538
LTG,1,RJ,SUDESTE,337
LTG,1,RJ,SUDESTE,1592
LTG,1,SP,,
LTG,1,SP,NORTE,40455
LTG,1,SP,SUDESTE,1494
LTG,1,SP,NORDESTE,2101
LTG,1,SP,,12927
LTG,1,SP,,8672
LTG,1,SP,,
LTG,1,SP,,262000
LTG,1,SP,NORTE,23580
LTG,1,SP,SUDESTE,770
LTG,1,SP,,2231
LTG,1,SP,,5162
LTG,1,SP,,50724
LTG,1,SP,,1082
LTG,1,SP,,25524
LTG,1,SP,,35760
LTG,1,RS,SUDESTE,3496
LTG,1,PE,NORTE,2837
LTG,1,PE,SUDESTE,2101
LTG,1,PE,SUDESTE,6318
LTG,1,BA,SUDESTE,4374
LTG,1,ES,SUL,1176
LTG,1,ES,SUDESTE,1540
LTG,1,ES,SUL,1538
LTG,1,,,
LTG,1,,,2690
LTG,1,,,81000
LTG,1,,,8400
LTG,1,,SUDESTE,47052
LTG,1,,SUDESTE,2581
LTG,1,,,616000
LTG,1,,,
LTG,1,,SUDESTE,1137
LTG,1,,,3580
LTG,1,,,210600
LTG,1,,,127800
LTG,1, LIMA METROPOLITAN AREA, FLORIDA,
LTG,1, LIMA METROPOLITAN AREA,,8400
LTG,2, FLORIDA,RR,38500
LTG,2, FLORIDA,RJ,134100
LTG,2, FLORIDA,MG,177600
LTG,2, FLORIDA,PR,130500
LTG,2, FLORIDA,AM,277200
LTG,2, FLORIDA,SC,136400
LTG,2, FLORIDA,RJ,86200
LTG,2, FLORIDA,SP,40500
LTG,2, FLORIDA,SP,474100
LTG,2, FLORIDA,RS,
LTG,2, FLORIDA,PE,45400
LTG,2, FLORIDA,BA,165600
LTG,2, FLORIDA,ES,165600
LTG,2, FLORIDA,,41500
LTG,2, FLORIDA,,41500
LTG,2, BUENOS AIRES PROVINCE,,159600
LTG,2,RR,NORTE,
LTG,2,RR,SUDESTE,3303
LTG,2,RJ,SUDESTE,908
LTG,2,RJ,SUDESTE,518
LTG,2,MG,SUDESTE,1996
LTG,2,PR,,
LTG,2,PR,SUDESTE,1047
LTG,2,PR,,8438
LTG,2,AM,,
LTG,2,AM,SUDESTE,40455
LTG,2,AM,,26793
LTG,2,AM,,5973
LTG,2,SC,SUDESTE,1614
LTG,2,RJ,SUDESTE,337
LTG,2,RJ,SUDESTE,398
LTG,2,SP,,
LTG,2,SP,NORTE,48546
LTG,2,SP,SUDESTE,1411
LTG,2,SP,,17236
LTG,2,SP,,4552
LTG,2,SP,,43100
LTG,2,SP,,
LTG,2,SP,,248900
LTG,2,SP,SUL,698
LTG,2,SP,NORTE,5240
LTG,2,SP,NORDESTE,2106
LTG,2,SP,,2581
LTG,2,SP,,84540
LTG,2,SP,,8508
LTG,2,SP,,13410
LTG,2,RS,SUDESTE,3496
LTG,2,PE,,10338
LTG,2,PE,SUDESTE,2101
LTG,2,BA,SUDESTE,5832
LTG,2,ES,SUDESTE,
LTG,2,ES,SUL,6152
LTG,2,,SUDESTE,44438
LTG,2,,SUDESTE,7743
LTG,2,,,686400
LTG,2,,SUDESTE,1137
LTG,2,,SUDESTE,876
LTG,2,,,32400
LTG,2,,,99400
